,answer,question_text,text_id,grade,score
773,"A disagreement that occurred in Beneath by Roland Smith is between Kate and Lod. Kate is Lod's grand daughter and disagrees with him about the way he treats people. '' A mush room Guard stepped out and stood next to the dog. He raised his radio to his mouth. ' Got 'em.' 'Where?' Lod asked. 'Reservoir.' 'All three?' ' Yep.' ' Don't hurt Kate' 'What about the boys?' ' They're yours. We're about a half a hour out.' This shows that Lod doesn't care what happens to other people as long as he is benefited. This matters because this happens in real life also, and it can be extremely cruel.","Think about a disagreement that occurred between two of the characters or people. Explain the situation that got them to this disagreement. Then think about how you would feel if this situation happened to you, and explain why you think they disagreed.",BASEXeF6LxNzkTf6jz-UrBuPLA,7,10
774,He was thinking about what they were going to do he thought they were going on a plane and he was right they were going on a plane to skydive and they got grades depending on how they landed then they went to the zoo,Describe an example of a major event or idea in the text that directly caused or led to another important event?,BASEAV_12_IVGioyOX4yHaajhw,3,7
775,go to the open house even though they couldn't go but they went Annie way they love her,Which character helped the main character out the most? What did this character do?,AUTRbnjTJOYp84gu0ZCgJokog,2,7
776,The beginning of the text prepares me for the rest because the prologue gives me a hint of what the text is about. If the introduction was removed then the reader wouldn't know what had occurred before the text takes place.,How does the beginning of this text prepare you for the rest? Imagine that the introduction was removed. How would the text be different?,BASENgWk1FIAJtf2-APZ8IVE_Q,7,7
777,"I am like Martha because I am nice. Because I like to make stuff with my mom. Martha makes a cake, but I make cupcakes and cookies with my mom and my dad.",Do you think you are like the main character or person? Why or why not?,BASEBzJSanNx-wTuHfhWCFcLyA,2,10
778,i feel that all the children learned from there big brother henry because Hennry was the main one who taught them that in the worst possible times to look on the bright side and plus henry taught them survival and to stay confident because you can conquer your problems and challenges,Describe a relationship in this text where one character or person was learning from another.,BASEC52kdMsuQdWTTYMT8khjOA,5,6
779,"Rydr gets into several disagreements with the woman who is supposed to be her caretaker on the train. One of the most poignant disagreements takes place when Rydr is caught attempting to sell programs to the other riders. She does so because she has already run out of the money given to her by social services, and she has gone several meals with scarce food, most of which was stolen. Her caretaker, however, forces her to stop selling programs because it is an unfair way for her to make money since the programs belong to the train company and not to her.","Think about a disagreement that two people or characters had, then explain why each of them believed their side. Instead of deciding who is right; step into each of their shoes and try to understand their point of view. How would you feel?",AUTw-817WwoBDaMaQSIWY5NEw,7,8
780,pumpkin made me happy because it is a cute word onthere word is playing it is a fun word,Which words or phrases in this book made you feel cold?,AUTtFEvg5LX3No0_I1BGYg0gQ,2,8
781,I do not know which phrase is understood this so then i do not understand at all to answer this question so i'm just gonna keep writing to skip this question.,"What is one word or phrase from the text that is not to be understood literally, but figuratively intead? How do you know?",AUTah0WOeNDAZ7NudVBxhNRFw,6,1
782,the text made me sad abot the snak,What picture made you the happiest in this text? Why?,AUTi312iiMwWp1PUsjqZChhdA,1,6
783,it is a biography because it really happend to a kid................................................................................................................................................................................................................................................................,"Is this text a drama, poem, biography, historical writing, or something else? How do you know?",BASEFtxN7k9uV4e6bfT-bZZjNg,4,0
784,"it was a failure because in the car his baby  brother was just naming things like ''zapple""",Gregs mother wanted to give her children a fun family vacation. Evaluate the trip and decide whether this adventure was a success or a failure. Include text evidence to support your response.,BASE135aA3G-fLaTkOCGnxDZMg,4,8
785,The text had an antagonist and he was a antagonist because he did terribly things at camp that he was not supposed to like he smoked and did very rude things to people that were not very nice.He was trying to hide it by sneaking away but they still caught it.,Does this text have an antagonist ('bad guy')? How do you know they are actually bad?,BASEB5AbLQOZVWymLeskYZnD2Q,5,9
786,Yes I  do think Joel and I would be friends because I would be exciting  and I would do what is best for me not like tony who swam knowing he was afraid of water and I would not do that.,Do you think the main character or person would like you to be his or her friend? Why?,BASEZ6MF8iIxzYHOmXofOXIm_A,4,9
787,"I would much rather live in this world. the other world is made out to be pristine and perfect, and has all sorts of technology. Everyone is said to be equal (But are not) and the world is truly evil at the core.","Would you rather live in the world described in the text you are reading now, or in the world described in the last text you read? Why?",AUTDe1kVZOO6WYtBv_reb2Y3Q,5,10
788,Zach's goal is to be like his father and a great hero. What drives Zach to do this is because he wants to find out more about his dad's plane crash and he wants to be like his dad.,Choose a character or person in the text and explain their goals. What drives them to do the things they do?,MANUgyY42PTyTR6bgdq4Dw47gg,4,9
789,I do trust  the sources because other websites say the same thing that this book does.,Where does the author of the text get their information? Does the author quote people or talk about specific scientific research? Do you trust the sources of information?,BASEKlQCd7P6vJD4vtS_93izdQ,4,7
790,I am looking for my dad. This contributes to the whole story because Bud a foster kid was adopted and nobody wanted to take in a child that was a bad person. Another example was when Bud was caught by the police but nothing bad happened to Bud. Therefore Bud was able to find his dad and not have to deal with the police. Bud however when he found his dad his dad did not want to be with Bud.,"Flip through the part of the text you have read and drop your finger on a random sentence. Copy down the sentence, and then explain how it contributes to the text as a whole. (If there's no way you can connect this sentence to the rest of the text, randomly find a new sentence).",BASEAp-4unYV7sUwlsCIKhE4nA,7,8
791,"The part of the text that made me happiest is when the main character was in a dream and had killed the drone that was going to kill her, also I liked the fact that she did not kill the other boy that was with her. the plot of the story was in a magical realm where everything was the opposite of the real world.",What part of the text made you the happiest? Why do you think you were so happy at this moment?,BASEmfgU0VqFIwwHg_eYUw8Zfg,4,9
792,When the girl said he friend died because the voices in her head killed her that was a hint that she had depression and she killed herself.,"Looking back on what you have read, what clues did the author give that could have helped you guess what you learned later?",AUTwee5wrmtk6p-MmYtpV_74A,6,7
793,I know you should watch all the Percy Jackson movies because it gives you a good idea of the book. Also because it tells you all things in the book and its ideas.4236932645328799967344876345754844543873473475773573547545535474729358542893735298754893728289bdb4583587493827583928759872354875329859837459837298742835487439874275983754838,What movie do you think would be good to watch before or after reading this text? Explain how the movie you chose relates to the text.,AUTFzwtjfSwiOSPTVBMH_Kamw,6,0
794,Made up story .  There's no such thing as talking animals and animals that go to school.,Is this book a true story or a made up story?,BASEdSGtXL1MXcjyBXgonsMHRA,1,9
795,I don't like when the Pigeon wanted to  drive  the bus because  Pigeon's dont  drive the bus.,What do you not like about this book?,BASEpDe_KWI8GnIWAuJ9hJOJ1A,1,9
796,I am a person like Jen and makes things happen but . I cant  makes things happen but I my best too makes things happen.,"The last time Luke saw Jen, he told her, ""It's people like you who change history. People like me--we just let things happen to us.""  What does this really mean by this? Are you a person who makes things happen or watches things happen?",BASEd2S-dSGoEGJh4lFmnTYntw,5,7
797,"The beginning of the text was the most boring part because it had no action in it but towards the end, the story started to spice up and get more and more interesting by the minute because he was trying to escape from everything.","Describe one part of this text that totally bored you, and another part that you could not stop reading. Include your reasons why for both.",BASERinIBg6I05vuYjVvkTM6cg,7,7
798,the biggest problem was that they did not have enough money for a chair so they saved money for one it took a lot of tips from the mom's shop,What was the biggest problem for the main character? What would you have done differently?,BASE7OX_160vr9T9_c2m9cfMYg,3,7
799,"yes, because they are making a club name b s c (baby sitter club)and raina have a problem with her friend and family. so i want to help her to solve it out!","Would you rather be friends with the main character or person in the text you are reading now, or with the main character or person from the last text you read? Explain why and support your answer with details or examples from both texts.",BASEFk0WMUgT4UaTsSiHKsGwHQ,7,7
800,"I think the boy would be more likely to join a crew of pirates because he asked the tree for a boat but the tree didn't have a boat. She told him ""here, take my branches to build a boat  far away from here"". He took a lot of things from the tree without realizing it. He didn't ask the tree if she wanted anything.",Do you think the main character or person would be more likely to join a crew of pirates or become a superhero? Support your answer.,BASEN7Gtw7tV57bfWBcELTcLEQ,5,9
801,"""Behind the Slytherin goal posts, however, two hundred people were wearing green; the silver serpent of Slytherin glittered on there flags, and Professor Snape sat in the very front row, wearing green like everyone else, and a very grim smile.""

This text contributes the serious Quidditch match against Slytherin and Gryffindor. Also it shows all the Slytherin supporters and Professor Snape the head of Slytherin. Harry Potters enemy is Draco Malfoy . Harry is Gryffindors seeker and Malfoy is Slytherins seeker.","Flip through the part of the text you have read and drop your finger on a random sentence. Copy down the sentence, and then explain how it contributes to the text as a whole. (If there's no way you can connect this sentence to the rest of the text, randomly find a new sentence).",BASEQ3WXJ_ViuqJJLIUzlpb8qQ,6,9
802,yes it does remind me of something because when I was 5 me and my friends made a tank out of paper and colored it and got toilet paper and slid it on the floor so they would tip over and explode.,Does the main person or character go on an adventure that reminds you of an adventure from another text you have read? How are the two adventures similar?,AUTSehskF8Zzc085r946Zbecw,3,6
803,All of the words made me feel happy all the time and all of the pags,Which words or phrases in this book made you feel happy or sad?,BASEe8ZW_TvLP_SrqJnYH7wqJA,2,2
804,"Yes, Kamryn thought his brother was a terrorist multiple times in the book. His perspective changed when his brother watched a innocent man die and did nothing to save the mans life.","Does the narrator or main character or person change their perspective about something during the text? For example, is there anything they originally hated but then grew to like? Why did their perspective change?",BASENlBjzVST9wi1MZJYbimlKw,7,7
805,One important lesson I learned is that don't care what people think of you or what you where if you like it where it. I learned this when everyone was coping what other people wore except for marge. Marge was wearing the same clothes everyday and soon enough everyone was coping her and her entire family. She got sick of it and wore different clothes then everyone still coped her. They switched to there regular clothes and nobody coped them.,List the most important lessons you have learned from the text. Then explain which lesson you think is the most important for other people your age to know.,BASEunuBwk_923HLD_AaO7SZPQ,5,7
806,"It would be different because I would be in a whole bundle of drama, excitement, adventure and much more merely by opening the book. Why it would be a horrific disaster not just a weird intro. It would truly be the most messed up, horrible mess that you would ever see. You would not know who anyone was or be able to understand the struggle with Bella, Lucas and Terry trying to keep Bella safe from the animal control people. But there would be real interesting book!",How does the beginning of this text prepare you for the rest? Imagine that the introduction was removed. How would the text be different?,BASEqHOLw5x_EcKPIBHFZzqqeQ,7,8
807,"Yes. Meg didn't know Apollo and almost left him at the beginning. But as the story progresses, she learns to respect him in a way. Her perspective changes because she has to work with Apollo throughout the story.","Does the narrator or main character or person change their perspective about something during the text? For example, is there anything they originally hated but then grew to like? Why did their perspective change?",BASEZNCElF214Wa3UyQzfZALAw,7,8
808,it is the purple reader and then it went to the stick artiest and it was a stick person then to the little lame and the lame keeps coming into the classroom so she had to take it outside but it keep coming in the classroom.,Describe an example of a major event or idea in the text that directly caused or led to another important event?,BASEg0vGvYi9pr34Lzr49rgntg,4,7
809,I would rather live in a world described in the text I'm reading now because I can sing and I love to sing,"Would you rather live in the world described in the text you are reading now, or in the world described in the last text you read? Why?",AUT9WK_JBCh0y2UGBw7udP6OQ,4,8
810,"One of Four's worsts fears are heights and I know this because it was shown in his fear landscape. This is a fear that may take time to overcome, but I would advise him to jump off diving boards and slowly increase the height as he conquers smaller heights.","Analyze one of the key people or characters in your text. What is their greatest fear? How do you know? If you were their life coach, how would you get them to confront or overcome their fears?",AUTl6e7XDBWuabCXAiFnu-tjQ,7,8
811,.hbadfhewvgjdafvhvwdsfbwdjwfdvafjwdgsuafvcwdgjsfvgwdsjbvjc lZFXGCVJHdbskzcnvgfwiyldhfgvstudfuobxvcjzgvbhfsbczljdshgbzfhrwfudyrwsuysdgbfhu,Imagine that you had to write a 500-page book about a fact that you learned in this text. What fact would you write about? Why is this fact so interesting to you?,MANUWy8Sdm4i0E2llW--Mpl4Ow,5,0
812,That's funny because she eats leaves and her animals and it is weird.  She ate a pumpkin. The pictures are funny too.,How would you describe this book: funny or serious?,BASEw196pAJCBhjna461YQLYPw,2,10
813,I think the mice would because i am a little bit nice.But mice are crazy and I don't think I want a pet mouse. Unless it is tamed because if it is not i'm going to freak. Please never ever give me a mouse.,Do you think the main character would like you to be his or her friend? Why?,BASE11H8gUT0rMXXiC-IhjWnyg,2,6
814,That tadpoles have shorter tails and that tadpoles and that they have grow back they legs and they have front legs,What do you want to tell your parents about this book?,BASE_wqgnxQKlas5LzfT26u3Ag,2,8
815,"The book relates to ""Good vs. Evil"" because his home town is chasing him because his a summon and his friend think that summoners are evil. Also there's another  evil chasing him too.",How does this text relate to a traditional topic or theme (such as good vs. evil or a specific life moral)?,AUTRGc4dOcWtkz1yPsJEXw97g,7,7
816,I would use the resources it gives you about the right equipment in tells you that you most likely need. Most of the people it talked about in this book horrible sunburns and didn't have a filter to clean the salt out of saltwater. They got dehydrated because of the salt in the saltwater. Then they would either start to hallucination and die or you will just die of thirst. The subject i want to learn more about is the float plan.,How do you think you will use the knowledge that you learned from this text later in your life? What else related to this topic do you want to learn about?,AUTWbKgyytJ4C09CAR_uStlGQ,7,8
817,in the other text they are there also including problems in the story so Nikki and Mackenzie are always fighting and Brandon is always getting in the way because Mackenzie is trying to steal Brandon from Nikki while she's trying to enjoy life and Mickey is no Nikki and Nikki is trying to try to say Fuzzy's friends for ice skating and other books she's trying to do something else and a different one she is she is she is helping Fuzzy Friends and a different book and his book she's helping Fuzzy Friends and a different book she is a not-so-graceful heartbreaker so everything has something to do with her not being graceful,Compare and contrast the main ideas of this text to the main ideas of another text written by the same author.,BASEBz4qrte8zYnitBkfwY9JlQ,5,5
818,"geronimo stilton because he is fancy,kind, a great uncle,sweet and to fond for his fur, and pretective.",Which character do you think would disagree with the narrator of this story? Why would they disagree?,BASEm1o2REklVnIG9DkuaEC6Fw,6,6
819,"Well lets see here , no not that I now of because usually I read a book and then forget what it is about because usually I am a forgetful person.",Does the main character or person remind you of someone in another book?,BASExR09PYVoRy9M8Rar6Yc8GA,1,7
820,This book is a made up story from George and Harold. and it is a interesting  book. And you would enjoy the book  it.,Is this book a true story or a made up story?,BASE8Bc7pnCbilQmCsgDkKMW_w,-1,10
821,i would have testid it more times,What was the biggest problem for the main character or person? What would you have done differently?,MANUptGk4hgptcVMIf_vMCLY9g,4,2
822,"When amelia bedelia gave mr. rogers broke the 
 egg and it spaterd afrewaer",What part of this book do you remember best?,BASEtCkwHCWdMgAkSGRTtOlybA,1,8
823,This whole book bored me.  This book was dumb and stupid.,"Describe one part of this text that totally bored you, and another part that you could not stop reading. Include your reasons why for both.",AUT25Jwl5E9znJET2xqJDhVvQ,7,5
824,I think he will go out on sunny and beautiful days and day laps around the house and then get really strong,Which words or phrases in this book made you feel happy?,BASEBoLz-XZiYg9DlChaeCiWtA,2,2
825,"Yuri playing baseball, people believe that Yuri is bad at baseball and he is until the last game Yuri won the game for the Checkmates","Describe one of the main ideas or themes in this text, including how the author discusses this idea. Cite evidence from the text.",MANUgdChZW34MQvHou92yPSg-Q,6,6
826,one part of this book I would like to change is the part about having tigers as carpets and jewlery.,What is one part you would like to change in this book?,BASEkmVaw490fMmqBERcoJofZw,2,9
827,"The author called it this because Gregs dad was really annoyed I would have called it no,no,no because he was supposed to go to military academy.",This book is titled Diary of a Wimpy Kid - Last Straw. Explain why the author chose this title. What would you have called this book and why?,BASEU2xKFP26V1q_vZJkMhxbjg,4,8
828,I like that the main character does what the main character wants to do because its wonderful to do what you want to do.,What do you like about the main character or person in this book?,BASEpmK-GD9MgmZyXk_ZFXzMqQ,2,9
829,The one phase that made me happy is when Brandon asked Nikki if she was okay when she got hit in the face with a dodge-ball in gym.,Which words or phrases in this book made you feel happy or sad?,AUTePxwbxlDxNrjuyK4DqC8ow,0,9
830,The characters in this book do not remind me of anyone.,Do any of the characters remind you of anyone you know? Explain.,BASEU56xWd9v79w0pA5DU85J5A,0,3
831,I would maybe be friends with Francis but I don't realize for sure.he seems like an alright kid. He seem nice look what he did for those other young kids.he helped them find a place to live with a roof over their head. He seems adventurous just like me.,Would you enjoy being friends with the main character or person in this text? Explain why or why not.,BASElG9kvzwbcrX95lXurgV1lA,6,8
832,"The detail I am thinking about is that Sylvester only hit home runs and this detail connects to the story because the book said ""The kid who only hit homers""",What is one detail you remember from this text? How did that detail connect to the theme of this book?,BASEtQ-gjr9DDAb-ebPQGhCNaw,3,9
833,there was a something by the pond they were trying to see what it was but they could't. they were trying and trying and then stop!! then finally on Sunday.white mouse went and check what it was she found out.................................it was a elephant,Describe the picture you would draw to show what happened at the beginning of the book?,BASE11H8gUT0rMXXiC-IhjWnyg,2,5
834,"i think he is a superhero because they have the coolest books 


and i think they should wright another book",Do you think the main character or person would be a pirate or a superhero? Why?,BASEQagtcmBT0wK7RWZUPMEbMA,2,7
835,"The book focus's on the pyramids.
Also it focused about the traditions
of the egyptians.","If you have read other texts about this topic, what does this book focus on that the other texts did not?",BASEqltkeRPS3qXkah9ahu5rhQ,4,6
836,A movie that would be good to watch before or after reading this book would be the movie The Bully so then if you read the book then watch the movie you would be able to see the differences between them but  then if you watch the movie then read the book you would be label to look for the parts that you saw in the book and then if you would not see it you could see that there is a difference between the book and the move but every book and movie are both different,What movie do you think would be good to watch before or after reading this text? Explain how the movie you chose relates to the text.,BASEsSGuehwE5Vw9gNzxFSNUYA,7,5
837,fghjksjhdgfdshjdvgfhdjkwlsdfjhbnjkmwqlgvdshwjqkasjxhbvcbhklmnbhjdkcjvhghejkdofjhgfhdjskl;ldkjhfjekwlpedfihejwpoeirygfrhejklpokijghjrk3l2peirufygyrejiwodifghfjekwlpedfhgdehwjioieudgh,What happened in the beginning of this book?,BASEQJPVu-10EIb1IcBbgM1MNQ,1,0
838,One fact is that Grumpy cat has a brother named Pokey.,Find one fact or idea in the text that you know is true. What did the author do to convince you?,AUTEtcMXSqwr9Q3Y7lbATLUVg,4,7
839,I think the book takes place in Greece in old times because there is kings and queens and princes,Where does this book take place?,BASEIdBVkhw2SgHj4BTNqwJoQg,1,10
840,Wqwwwwwweweeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeerrreeeeeeeeeeeeeeeeeeeerrrrrrrrrreeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,What happened at the end of the book?,BASEkJWNIKt-nLpvt7Mh23RkJw,1,0
841,I would rather live in the world in the world in this text because there are a tone of toys and I would want to be friends with prudy. And I loved the book it was cool.,"Would you rather live in the world in this text, or in the world in the last text you read? Why?",AUT5Ghyaju4OWMgxyRos6t86Q,2,10
842,"I would rather live in the text I am reading now because there is changes being made over the book. If I would of chosen the last text the world wold be in silence, depression , no friends, and all alone. In my opinion the last text I read was like a weight of your shoulders when Melinda was able to speak up, everybody believed her.","Would you rather live in the world described in the text you are reading now, or in the world described in the last text you read? Why? Explain why and support your answer with details or examples from both texts.",BASEhm-ftFFpeUQwU6tVvvzSKQ,7,8
843,Mexico is a different country where they don't have the laws we have cause American is a good country that our laws are better than Mexico laws,How do you think the author of this text hopes that you will change after reading it? Explain why the author would want to change you in that way.,MANUklz_kRy9Eavi3ye8js7iNg,6,3
844,This text is about saving money. I know because the hole text talks about how to save money and how Alexander spend his money and why he felt,"Is this text a drama, poem, biography, historical writting, or something else? How do you know?",BASEvmhqIeWIAd_ND6ZrXplbdg,3,9
845,yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,What was this book about and how did it end?,BASEmU104uSbQuRjOu8WNHyBKA,1,0
846,all i  know is that Annie does not like bugs and Jack does not lik ghosts i only know what they do not like.,What does the main character or person really care about?,BASE8Ezhzvdd13q_9bNuLcXZZg,2,8
847,"I think Melvin would disagree with the narrator of the story because the narrators are George and Harold, In the story George and Harold's enemy to defeat was Melvin, The Bionic Booger boy. Also, he would make the story different because Melvin says hes smarter so he would put higher vocabulary words and because he didn't want people to find out that he was the booger boy.",Which character do you think would disagree with the narrator of this story? Why would they disagree?,BASEjp0gPFMd9EXLTm1PxwixCQ,5,10
848,"the beginning of the text starts you off with whats going on in the text, and if the introduction was removed you wouldn't know what was going on in the text.",How does the beginning of this text prepare you for the rest? Imagine that the introduction was removed. How would the text be different?,AUTjt33xH4K-Jg9GUhRUZs3EA,6,7
849,"I like the line , dang if she don't come on we'll all be dead. That's what to do.me.Now that bit more ok.43869853208700000000000003724040623760329630666274355737948546342896467349238659342876584948758276873469875628736987463952698374527687347628437638726384736478534277777777777777777777777777777777723545796347864678763467456745372458293547452636757326753657327865463267466785",Analyze a piece of dialogue that you found interesting. What does this dialogue tell you about the personalities of the characters or people speaking? Support your thoughts.,AUTFzwtjfSwiOSPTVBMH_Kamw,6,0
850,"Be friends with the main character, because I can assure you, he only has one best friend which is ""Rowley Jefferson"", I think he could use some other friends than Rowley, when I read the book, it always seems, he can imagine he could be popular, but in the text, it shows him hanging out with Rowley. Which is kinda embarrassing from only you having one friend in middle school.","Would you rather be friends with the main character or person in the text you are reading now, or with the main character or person from the last text you read? Explain why and support your answer with details or examples from both texts.",BASEU2xKFP26V1q_vZJkMhxbjg,7,7
851,My favorite part of this book is that Greg's brother is in a    band called Loded Diper. His band is a garage band that sings songs to girls.,What is your favorite part of this book? Why?,BASEze8iTYkctzTqm70lGuYVlg,1,7
852,"The two disagreement's were, Chloe didn't desire going to camp but, her mom made her go. After awhile, Chloe decided that she would try and make it work. she ending up trying fresh skill that made her earn money and get the bike she has dreamed of. Her mom helped Chloe bc if Chloe's mom didn't let her go, Chloe would of never earned the the bike.","Think about a disagreement that two people or characters had, then explain why each of them believed their side. Instead of deciding who is right; step into each of their shoes and try to understand their point of view. How would you feel?",AUTCSE-ptDa5l5_Q-7oHZbFDw,6,6
853,One fact that I learned in the text is that John F Kennedy what is one of our president of the United States. I learned is that by what is said in the book.,What is a fact you learned in this book that you already knew? How did you learn that fact?,BASEZAnbWwHXI7jhGjHgnuIl-g,4,9
854,There was a disagreement when Francis was trying to join a wagon train with too young kids their was two men. They replied know because the men knew their. The father and he had cholera. They kicked them and their father out because he had the disease. the reason he replied no is because their dad might of past the disease on to them.,"Think about a disagreement that occurred between two of the characters or people. Explain the situation that got them to this disagreement. Then think about how you would feel if this situation happened to you, and explain why you think they disagreed.",BASElG9kvzwbcrX95lXurgV1lA,6,6
855,being the first person to see a dinosaur made Jack feel the happiest.,"What do you think made the main character or person the happiest in this text? Use a quote from the text to show how happy they were, and then explain why you think that was their happiest moment.",BASEEnUFDGcjci0PwZcUGO9HHQ,6,6
856,The big problem that Freddy had was that he could not slide down the fire pole because he was so scared to do it,What is a big problem that the main character had in the text?,MANUw_Gy9bVIlEH13J_4fUhEZw,2,9
857,I like the page about their  bread drawer when mouse was not there it was my favorite part . My next favorite part was when the mouse was in the egg carton.,Pick any picture in this book. What does this picture tell you?,BASE1DgC9AJQDckNNg-UAujv_Q,2,6
858,They are different because A Color of His Own has a chameleons can change color and a lizard can not so that is A Color of His Own is different from True or False Reptiles so that is why that is why it is different and that is that thank you so much for everything really,"If you have read another text that is about a topic similar to your text, how are the two texts different?",BASE-BXxwiULZQPOjYvNT8OSJw,3,6
859,He is trying to find the Sorcerers Stone because it is important and that's why there's a huge dog named Fluffy guarding it.,What was the biggest problem for the main character or person? What would you have done differently?,BASE4e9iOBbm8DAgjwExbrodiA,4,7
860,I wish you didn't have to do math I wish you didn't have to do that,Do you think this book is funny or sad? Why?,BASEUe_ORyMOhbCoIZGQrSWx1A,1,2
861,"[What makes me kind of nervous about going to Gammie's house is it's time for me to get ""the TALK"".]    this sinince realates to this story is when u get ""theTALK' its just the ugly truth ~!!!!!!!!!!!!!","Flip through the part of the text you have read and drop your finger on a random sentence. Copy down the sentence, and then explain how it contributes to the text as a whole. (If there's no way you can connect this sentence to the rest of the text, randomly find a new sentence).",AUTr4GMHSACNxEkWSaS-Uf-Hg,6,6
862,the main character in the story will solve his problems by repeating the steps that his dad taught him by making best friends with his enemies and also he always have to be nice to them and he will need to repeat them a lot of times in the future and on.,What was a problem that the main character had to solve in this story?,BASEJUMaL0Q70ITppvIqZ3HAsQ,3,7
863,It focuses on telling us about who he was and what he was like.,"If you have read other texts about this topic, what does this book focus on that the other texts did not?",BASEBpFfBcz-1rIvJWq1NXb4gQ,5,2
864,"I did not like him when he was stealing from everyone to make a two person rocket to go to the Island of One and take someone home to the Island of Two.  But he made the rocket way too small, because he was shrunken on the way to the Island of Two.",What do you not respect about the main character or person?,MANUi7S3TIUhLd7XKrteC0qF5A,4,8
865,"If I were to put myself in the characters shoes the two emotions I would feel are excitement and happy because if i where to be a mane character of  a book i would be excited and the reason I   would feel happy is because I would get to know all the characters of the book like Rowely,Rodrick and even manny.",Put yourself in the shoes of one of the characters or people. Describe two emotions you would feel. Why would you feel this way in their shoes?,BASEtXQTnWYwIMM2bD_rvnJuTg,4,9
866,"anononymos  and exploritory.'' Hey Rowley what's your exploratory class?'' Tech Ed, Anonymos.","Find a line in this text that could be rewritten as a metaphor or an expression. First quote the phrase, then write the expression or metaphor that could be used instead.",BASEBhKqlTjycs9n7kIL9CRAZw,5,8
867,The girl that wishes to run and her dream was to run because she is in a wheelchair and people bully her for it so she wishes to be able to get up and RUN!,"Who is the narrator in this text? If you had to choose a new narrator, who would you choose and why?",BASEFV_lsZwQRioyAPrDgcVSbw,5,5
868,Both of the books have a mystery about something that happened in the book like someone stool something that was  very awesome to the owner.,"If you have read another text that is about a topic similar to your text, how are the two texts different?",BASELARoifJtGN9NVP1KHIRCgg,4,7
869,The setting of the pearl is very close to history. The way that they are related is by the wars that happen in Mexico. Also how the united states compare to related to Mexico. It includes about how the United States helped out Mexico and how close we are related to them. For the United States wanting to keep out immigrants also how there is a social class. Putting Juana and Kino with there son at the bottom.,Think about the setting or environment that is described in text. Have you ever learned about a similar place in your history or social studies class? How would you compare the historical account that you studied with the one described in this text?,BASEzxxzwU9qSc8fPFTh0cbiVw,7,9
870,Because  it  is  very  cool  and  it  is  very  funny  because  crankensteln  gites  mad  all  the  time.,Do you think your friends should also read this book? Tell them why you think they should or should not.,BASE8Ag6xORKDbyVWEfVbmc7GQ,0,8
871,One book in the same genre that I read was called Framed. It reminded me of this book because it is both twelve year olds working to be an undercover agent and solving crimes. The texts are both different because one boy worked for the CIA and the other boy worked for the FBI. Another thing they didn't have in common was one was a spy and the other was a detective. That's how they're similar and different.,What text in the same genre reminds you of this text? How are the two texts different?,BASEu43gdJbjqwHbkBAKNoEGwQ,5,10
872,The main character had a dislocated leg and she always wanted to run and she did sometime.  But I was a really fun to read.,What was the main character or person like at the beginning of the book and at the end of the book? What caused this person to change between the beginning and the end of the book?,BASEFV_lsZwQRioyAPrDgcVSbw,5,6
873,two chatachers in the book is the old women,Describe a friendship that existed between two characters or people in this text. Did these two make each other better or worse? Support your answer.,BASEKGEMj_c128uFAHtjLF0y1w,5,4
874,The main character is named Mortimer and he has blueish greenish skin and he wears a torn up shirt and pants. He has black hair and big eyes.,Describe what the main character or person looks like.,BASE-CTh3BQuaj4dO1lNxlQCRQ,0,10
875,Yes the girls perspective changed because she didn't know why the old man killed her. Then at the end she realized that the old mans daughter had died.,"Does the narrator or main character or person change their perspective about something during the text? For example, is there anything they originally hated but then grew to like? Why did their perspective change?",AUTto4JSnRC-LKIAfpVXtKD-Q,7,7
876,"The word magic made me really happy because I like magic.  I like magic because it means that unicorns could exist and so could griffins. All mythical creatures could, including monsters.",Which words or phrases in this book made you feel happy?,BASEwuihnm6bATclEm6jy1OVbg,0,10
877,"That  you can,t really judge the creator of the universe .And you don't judge the sky by how close it is.",List the most important lessons you have learned from the text. Then explain which lesson you think is the most important for other people your age to know.,BASElkn6c0JS6dv_dy5eVMw1ig,2,7
878,when the pigeon has little swivels on top of his head when he goes when he goes into the when he finds out that he cannot drive the bus,Pick any picture in this book. What does this picture tell you?,BASEpDe_KWI8GnIWAuJ9hJOJ1A,2,5
879,"the two main characters is water and vapor, water is something that is used again and again you have to take better care of water and why do you have to take good care of water it is so the planet that were on right now is full of plants and if there are no food or water we will not be living right now thank GOD for food and water",Choose two characters from your story and explain how they are alike and how they are different.,BASEO5DQoF1zFe1CyTYQqhSRYA,2,6
880,yes because nate is a friendly guy and he is so cool his friend francis and him like to try to find new friends,Do you think the main character or person would like you to be his or her friend? Why?,BASESGWbTvH0dnrEprY54ysT0A,4,8
